League,Year,Week,Home Team,Home Score,Home Predicted Score,Away Team,Away Score,Away Predicted Score,Predicted Winner,Actual Winner
Game of Yards!,2021,6,Bhambhwani Pawan Dilip,112.5,121.17,Team Vellapanti,85.86,115.23,Bhambhwani Pawan Dilip,Bhambhwani Pawan Dilip
Game of Yards!,2021,6,THE BIGMADBLUE,115.48,114.16,Inglorious Staffords,108.64,121.56,Inglorious Staffords,THE BIGMADBLUE
Game of Yards!,2021,6,Wakanda Forever,113.28,115.06,Team TitBit,149.42,120.78,Team TitBit,Team TitBit
Game of Yards!,2021,6,Pain Inflictors,89.9,103.15,The  Never CameBack,160.66,111.31,The  Never CameBack,The  Never CameBack
Game of Yards!,2021,6,Team HebAchi,105.8,111.34,Muqaddar Ka Sikandar,120.08,111.78,Muqaddar Ka Sikandar,Muqaddar Ka Sikandar
Game of Yards!,2021,7,THE BIGMADBLUE,104.44,115.43,Bhambhwani Pawan Dilip,113.42,94.89,THE BIGMADBLUE,Bhambhwani Pawan Dilip
Game of Yards!,2021,7,Team Vellapanti,85.04,108.11,Wakanda Forever,172.54,124.92,Wakanda Forever,Wakanda Forever
Game of Yards!,2021,7,Inglorious Staffords,81.56,120.27,Pain Inflictors,151.04,119.7,Inglorious Staffords,Pain Inflictors
Game of Yards!,2021,7,Team TitBit,103.44,100.06,Team HebAchi,109.06,100.56,Team HebAchi,Team HebAchi
Game of Yards!,2021,7,The  Never CameBack,104.04,112.86,Muqaddar Ka Sikandar,109.18,106.27,The  Never CameBack,Muqaddar Ka Sikandar
Game of Yards!,2021,8,Bhambhwani Pawan Dilip,90.12,108.51,Wakanda Forever,124.1,129.55,Wakanda Forever,Wakanda Forever
Game of Yards!,2021,8,Pain Inflictors,94.72,121.91,THE BIGMADBLUE,91.7,118.4,Pain Inflictors,Pain Inflictors
Game of Yards!,2021,8,Team HebAchi,110.46,102.57,Team Vellapanti,92.46,104.69,Team Vellapanti,Team HebAchi
Game of Yards!,2021,8,Muqaddar Ka Sikandar,82.66,109.36,Inglorious Staffords,144.6,116.73,Inglorious Staffords,Inglorious Staffords
Game of Yards!,2021,8,The  Never CameBack,108.5,108.51,Team TitBit,101.16,120.76,Team TitBit,The  Never CameBack
Game of Yards!,2021,9,Pain Inflictors,111.38,115.26,Bhambhwani Pawan Dilip,84.98,114.88,Pain Inflictors,Pain Inflictors
Game of Yards!,2021,9,Wakanda Forever,80.7,90.03,Team HebAchi,84.94,105.68,Team HebAchi,Team HebAchi
Game of Yards!,2021,9,THE BIGMADBLUE,100.14,108.2,Muqaddar Ka Sikandar,95.24,113.72,Muqaddar Ka Sikandar,THE BIGMADBLUE
Game of Yards!,2021,9,Team Vellapanti,86.6,107.29,The  Never CameBack,89.52,111.26,The  Never CameBack,The  Never CameBack
Game of Yards!,2021,9,Inglorious Staffords,97.66,114.56,Team TitBit,82.76,102.96,Inglorious Staffords,Inglorious Staffords
Game of Yards!,2021,10,Bhambhwani Pawan Dilip,103.24,115.3,Team HebAchi,92.98,115.82,Team HebAchi,Bhambhwani Pawan Dilip
Game of Yards!,2021,10,Muqaddar Ka Sikandar,63.82,112.36,Pain Inflictors,105.7,121.72,Pain Inflictors,Pain Inflictors
Game of Yards!,2021,10,The  Never CameBack,122.34,115.79,Wakanda Forever,126.7,124.89,Wakanda Forever,Wakanda Forever
Game of Yards!,2021,10,Team TitBit,89.14,103.59,THE BIGMADBLUE,148.04,115.72,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2021,10,Inglorious Staffords,74.82,115.11,Team Vellapanti,84.94,107.68,Inglorious Staffords,Team Vellapanti
Game of Yards!,2021,11,Muqaddar Ka Sikandar,112.42,104.35,Bhambhwani Pawan Dilip,82.54,116.19,Bhambhwani Pawan Dilip,Muqaddar Ka Sikandar
Game of Yards!,2021,11,Team HebAchi,173.8,118.45,The  Never CameBack,76.72,119.45,The  Never CameBack,Team HebAchi
Game of Yards!,2021,11,Pain Inflictors,147.68,120.95,Team TitBit,120.06,104.63,Pain Inflictors,Pain Inflictors
Game of Yards!,2021,11,Wakanda Forever,125.48,103.72,Inglorious Staffords,91.22,104.93,Inglorious Staffords,Wakanda Forever
Game of Yards!,2021,11,THE BIGMADBLUE,144.3,118.92,Team Vellapanti,90.58,105.47,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2021,12,Bhambhwani Pawan Dilip,99.5,111.02,The  Never CameBack,115.32,107.15,Bhambhwani Pawan Dilip,The  Never CameBack
Game of Yards!,2021,12,Team TitBit,114.4,109.71,Muqaddar Ka Sikandar,112.4,111.33,Muqaddar Ka Sikandar,Team TitBit
Game of Yards!,2021,12,Inglorious Staffords,121.98,99.3,Team HebAchi,81.64,116.41,Team HebAchi,Inglorious Staffords
Game of Yards!,2021,12,Team Vellapanti,123.48,106.25,Pain Inflictors,69.62,120.15,Pain Inflictors,Team Vellapanti
Game of Yards!,2021,12,THE BIGMADBLUE,110.82,112.76,Wakanda Forever,83.94,112.38,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2021,13,Team TitBit,83.1,109.75,Bhambhwani Pawan Dilip,98.12,111.32,Bhambhwani Pawan Dilip,Bhambhwani Pawan Dilip
Game of Yards!,2021,13,The  Never CameBack,104.3,111.62,Inglorious Staffords,102.5,101.86,The  Never CameBack,The  Never CameBack
Game of Yards!,2021,13,Muqaddar Ka Sikandar,106.32,97.43,Team Vellapanti,143.76,115.27,Team Vellapanti,Team Vellapanti
Game of Yards!,2021,13,Team HebAchi,116.36,107.19,THE BIGMADBLUE,124.96,121.55,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2021,13,Pain Inflictors,97.08,105.34,Wakanda Forever,115.22,116.63,Wakanda Forever,Wakanda Forever
Game of Yards!,2021,14,Pain Inflictors,122.4,113.12,The  Never CameBack,82.54,111.17,Pain Inflictors,Pain Inflictors
Game of Yards!,2021,14,Team TitBit,131.92,108.8,Team HebAchi,132.04,97.29,Team TitBit,Team HebAchi
Game of Yards!,2021,14,Inglorious Staffords,132.88,88.09,THE BIGMADBLUE,94.12,106.76,THE BIGMADBLUE,Inglorious Staffords
Game of Yards!,2021,14,Team Vellapanti,125.0,117.6,Wakanda Forever,118.22,103.0,Team Vellapanti,Team Vellapanti
Game of Yards!,2021,14,Muqaddar Ka Sikandar,87.48,92.09,Bhambhwani Pawan Dilip,119.74,109.19,Bhambhwani Pawan Dilip,Bhambhwani Pawan Dilip
Game of Yards!,2021,15,Pain Inflictors,80.84,113.5,,0.0,0.0,Pain Inflictors,Pain Inflictors
Game of Yards!,2021,15,Bhambhwani Pawan Dilip,99.78,104.29,Team HebAchi,83.42,114.44,Team HebAchi,Bhambhwani Pawan Dilip
Game of Yards!,2021,15,THE BIGMADBLUE,123.3,120.63,Inglorious Staffords,115.96,110.01,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2021,15,Wakanda Forever,88.16,118.08,,0.0,0.0,Wakanda Forever,Wakanda Forever
Game of Yards!,2021,15,Team TitBit,97.8,93.28,Team Vellapanti,97.78,112.74,Team Vellapanti,Team TitBit
Game of Yards!,2021,15,The  Never CameBack,87.52,101.98,Muqaddar Ka Sikandar,80.94,103.84,Muqaddar Ka Sikandar,The  Never CameBack
Game of Yards!,2021,16,Pain Inflictors,127.64,117.47,Bhambhwani Pawan Dilip,125.5,103.69,Pain Inflictors,Pain Inflictors
Game of Yards!,2021,16,Wakanda Forever,84.64,113.56,THE BIGMADBLUE,149.32,119.44,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2021,16,Team HebAchi,83.28,93.53,Inglorious Staffords,94.88,102.95,Inglorious Staffords,Inglorious Staffords
Game of Yards!,2021,16,Team TitBit,140.76,102.79,The  Never CameBack,90.16,102.4,Team TitBit,Team TitBit
Game of Yards!,2021,16,Team Vellapanti,139.6,104.99,Muqaddar Ka Sikandar,59.5,99.05,Team Vellapanti,Team Vellapanti
Game of Yards!,2021,17,Pain Inflictors,99.38,99.38,THE BIGMADBLUE,117.86,117.86,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2021,17,Wakanda Forever,124.0,124.0,Bhambhwani Pawan Dilip,135.44,135.44,Bhambhwani Pawan Dilip,Bhambhwani Pawan Dilip
Game of Yards!,2021,17,Team HebAchi,117.02,117.02,Inglorious Staffords,66.96,66.96,Team HebAchi,Team HebAchi
Game of Yards!,2021,17,Team TitBit,107.4,107.4,Team Vellapanti,136.42,136.42,Team Vellapanti,Team Vellapanti
Game of Yards!,2021,17,The  Never CameBack,79.7,79.7,Muqaddar Ka Sikandar,84.38,84.38,Muqaddar Ka Sikandar,Muqaddar Ka Sikandar
Game of Yards!,2022,1,Team HebAchi,126.7,113.2,Bhambhwani Pawan Dilip,98.82,105.87,Team HebAchi,Team HebAchi
Game of Yards!,2022,1,Pain Inflictors,130.72,117.52,Brown Munde,120.52,109.13,Pain Inflictors,Pain Inflictors
Game of Yards!,2022,1,Wakanda Forever,98.18,110.01,Team CTE,104.8,114.66,Team CTE,Team CTE
Game of Yards!,2022,1,THE BIGMADBLUE,111.66,112.8,Stiff Armed and Dangerous,87.58,108.44,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2022,1,2 Many Cooks,136.16,104.13,The Chase Is On,104.38,105.02,The Chase Is On,2 Many Cooks
Game of Yards!,2022,2,Bhambhwani Pawan Dilip,153.42,110.22,Brown Munde,102.88,111.05,Brown Munde,Bhambhwani Pawan Dilip
Game of Yards!,2022,2,Team CTE,135.56,114.0,Team HebAchi,72.8,110.9,Team CTE,Team CTE
Game of Yards!,2022,2,Stiff Armed and Dangerous,124.78,108.65,Pain Inflictors,105.42,113.76,Pain Inflictors,Stiff Armed and Dangerous
Game of Yards!,2022,2,The Chase Is On,102.24,105.99,Wakanda Forever,104.08,107.44,Wakanda Forever,Wakanda Forever
Game of Yards!,2022,2,2 Many Cooks,57.0,105.36,THE BIGMADBLUE,187.86,101.22,2 Many Cooks,THE BIGMADBLUE
Game of Yards!,2022,3,Team CTE,111.0,108.01,Bhambhwani Pawan Dilip,108.92,111.02,Bhambhwani Pawan Dilip,Team CTE
Game of Yards!,2022,3,Brown Munde,68.9,107.09,Stiff Armed and Dangerous,116.2,104.57,Brown Munde,Stiff Armed and Dangerous
Game of Yards!,2022,3,Team HebAchi,78.78,119.47,The Chase Is On,105.5,111.18,Team HebAchi,The Chase Is On
Game of Yards!,2022,3,Pain Inflictors,90.5,112.34,2 Many Cooks,82.18,109.03,Pain Inflictors,Pain Inflictors
Game of Yards!,2022,3,Wakanda Forever,103.62,105.64,THE BIGMADBLUE,82.74,109.28,THE BIGMADBLUE,Wakanda Forever
Game of Yards!,2022,4,Bhambhwani Pawan Dilip,144.96,113.9,Stiff Armed and Dangerous,130.82,115.63,Stiff Armed and Dangerous,Bhambhwani Pawan Dilip
Game of Yards!,2022,4,The Chase Is On,93.42,110.69,Team CTE,111.64,112.3,Team CTE,Team CTE
Game of Yards!,2022,4,2 Many Cooks,121.82,106.08,Brown Munde,122.18,111.19,Brown Munde,Brown Munde
Game of Yards!,2022,4,THE BIGMADBLUE,89.7,91.3,Team HebAchi,114.56,106.36,Team HebAchi,Team HebAchi
Game of Yards!,2022,4,Wakanda Forever,128.02,102.68,Pain Inflictors,112.56,116.87,Pain Inflictors,Wakanda Forever
Game of Yards!,2022,5,The Chase Is On,70.34,103.26,Bhambhwani Pawan Dilip,127.76,118.25,Bhambhwani Pawan Dilip,Bhambhwani Pawan Dilip
Game of Yards!,2022,5,Stiff Armed and Dangerous,108.56,119.32,2 Many Cooks,98.36,105.85,Stiff Armed and Dangerous,Stiff Armed and Dangerous
Game of Yards!,2022,5,Team CTE,103.44,110.1,THE BIGMADBLUE,108.62,117.82,THE BIGMADBLUE,THE BIGMADBLUE
Game of Yards!,2022,5,Brown Munde,67.18,109.91,Wakanda Forever,144.54,105.14,Brown Munde,Wakanda Forever
