League,Year,Week,Home Team,Home Score,Home Predicted Score,Away Team,Away Score,Away Predicted Score,Predicted Winner,Actual Winner
OnP Fantasy,2025,7,Claytons Team of Experts,95.64,116.86,The Bill Croskey Show,141.48,136.91,The Bill Croskey Show,The Bill Croskey Show
OnP Fantasy,2025,7,U Lost to a Red Bull Rookie,133.04,116.59,Cowtown Cowboys,139.92,121.48,Cowtown Cowboys,Cowtown Cowboys
OnP Fantasy,2025,7,I'm Sorry Mrs. Jackson,115.66,112.13,Dennis The Menace ,127.18,119.56,Dennis The Menace ,Dennis The Menace 
OnP Fantasy,2025,7,Kill Bills ,101.24,120.19,"No, This Is Patrick!",113.5,115.84,Kill Bills ,"No, This Is Patrick!"
OnP Fantasy,2025,7,Frisco Full Can Field Goals 🏈,117.86,110.28,Cans in My Hands,110.14,117.01,Cans in My Hands,Frisco Full Can Field Goals 🏈
Pennoni Younglings,2025,9,Philadelphia Bills Mafia,105.86,126.82,1900 Sleepers,119.2,120.49,Philadelphia Bills Mafia,1900 Sleepers
Pennoni Younglings,2025,9,19th St Halal Cart,144.1,126.28,The Golden Receivers,100.84,113.44,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2025,9,Eli,123.9,133.88,Prahlad's Ghost,103.94,126.05,Eli,Eli
Pennoni Younglings,2025,9,PAI Alcoholics Anonymous ,128.52,123.0,Christian McCalf-Injury,115.94,124.86,Christian McCalf-Injury,PAI Alcoholics Anonymous 
Pennoni Younglings,2025,9,cman,135.7,124.49,Red Zone Risk Assessors,111.98,119.07,cman,cman
Pennoni Younglings,2025,9,Daddy's Finally Home,107.92,119.4,Pho_King,98.76,119.23,Daddy's Finally Home,Daddy's Finally Home
Family Fantasy,2025,9,Tortured Cheerleaders Departmnt,111.72,126.17,67 Big Backs,149.38,130.44,67 Big Backs,67 Big Backs
Family Fantasy,2025,9,Gabe's Grand Team,119.42,116.76,Your Mom,113.1,100.31,Gabe's Grand Team,Gabe's Grand Team
Family Fantasy,2025,9,Golden Receivers,89.5,117.37,For Me to Poop on,121.4,133.4,For Me to Poop on,For Me to Poop on
Family Fantasy,2025,9,Numb Nutz - CHAMP,107.0,102.87,Skibidi Rizzlers,151.7,135.02,Skibidi Rizzlers,Skibidi Rizzlers
Family Fantasy,2025,9,Oh My Josh,123.56,129.85,Breece Hall Sucks,108.76,121.32,Oh My Josh,Oh My Josh
Family Fantasy,2025,9,Hormones For You,57.34,111.46,Rizzly Bears,112.92,102.77,Hormones For You,Rizzly Bears
EBC League,2025,9,Jimoke Jukes,138.9,127.35,CeeDee's Nuts,136.36,130.06,CeeDee's Nuts,Jimoke Jukes
EBC League,2025,9,Bay Harbor Pisser,94.4,77.54,First down syndrome ,82.5,111.54,First down syndrome ,Bay Harbor Pisser
EBC League,2025,9,Pleasant Valley Panthers,119.22,132.08,Abyss Diamond Eyes,127.36,137.96,Abyss Diamond Eyes,Abyss Diamond Eyes
EBC League,2025,9,THE POOL ,94.82,117.53,Werewolves of London,144.3,126.97,Werewolves of London,Werewolves of London
EBC League,2025,9,Inter Miami CF,95.2,128.26,Riley  Read option,122.68,123.96,Inter Miami CF,Riley  Read option
0755 Fantasy Football,2025,9,Griddy Little Liars,132.9,133.22,AJ's Awesome Team,128.2,120.45,Griddy Little Liars,Griddy Little Liars
0755 Fantasy Football,2025,9,I'm Batman,123.2,122.4,Scrappy Dub,120.9,123.03,Scrappy Dub,I'm Batman
0755 Fantasy Football,2025,9,"Michael, The Baker",102.78,141.41,3rd World Immigrant,84.86,131.08,"Michael, The Baker","Michael, The Baker"
0755 Fantasy Football,2025,9,All my homies hate Dallas,119.7,125.72,Division iPad,122.44,122.76,All my homies hate Dallas,Division iPad
0755 Fantasy Football,2025,9,Mr Steinfeld's Stars,126.22,119.06,Chicken Fried Chicken Meal,127.96,132.8,Chicken Fried Chicken Meal,Chicken Fried Chicken Meal
Game of Yards!,2025,9,Brown Munde,117.32,107.9,Groot-o-Matic,111.32,115.28,Groot-o-Matic,Brown Munde
Game of Yards!,2025,9,Pain Inflictors,113.4,131.25,BB,131.1,130.03,Pain Inflictors,BB
Game of Yards!,2025,9,Team CTE,102.92,123.19,Team HebAchi,117.74,134.64,Team HebAchi,Team HebAchi
Game of Yards!,2025,9,Vidhi's Spirited Team,94.98,140.58,Wakanda Forever,143.12,138.13,Vidhi's Spirited Team,Wakanda Forever
Game of Yards!,2025,9,The Chase is on,119.92,112.26,Obi-Wan Jakobi,114.46,128.65,Obi-Wan Jakobi,The Chase is on
Brown Munde,2025,9,Team BB,80.74,131.33,"All Barkley, No Bite",117.7,124.37,Team BB,"All Barkley, No Bite"
Brown Munde,2025,9,Still Rollin',113.66,118.84,The Man In Jahmyrror,142.2,130.69,The Man In Jahmyrror,The Man In Jahmyrror
Brown Munde,2025,9,Team Padodara,98.0,117.25,THE BIGMADBLUE,137.42,111.81,Team Padodara,THE BIGMADBLUE
Brown Munde,2025,9,Bhals,77.68,115.14,Hark,100.62,112.94,Bhals,Hark
Brown Munde,2025,9,BurgerBoyz,129.96,117.03,NoHalfSends,112.9,124.94,NoHalfSends,BurgerBoyz
THE BEST OF THE BEST,2025,9,Crazy Kat,114.76,114.34,Peter Pan + the Lost Boys ,107.1,111.55,Crazy Kat,Crazy Kat
THE BEST OF THE BEST,2025,9,the   jadey bunch,128.98,95.11,The Upside Down,109.26,114.66,The Upside Down,the   jadey bunch
THE BEST OF THE BEST,2025,9,Toon Squad,100.64,117.2,Michael's Monstrous Team,78.84,98.74,Toon Squad,Toon Squad
THE BEST OF THE BEST,2025,9,Crunchwrap Crew,129.2,89.46,Is it Hockey Season?,106.52,127.34,Is it Hockey Season?,Crunchwrap Crew
THE BEST OF THE BEST,2025,9,Dirty Tone and  The Boys,40.96,86.68,Febreze Brothers,113.36,109.07,Febreze Brothers,Febreze Brothers
THE BEST OF THE BEST,2025,9,Wu-Tangs Killabeez,80.22,114.37,Chasing Flowers,111.5,128.59,Chasing Flowers,Chasing Flowers
THE BEST OF THE BEST,2025,9,Team Rodriguez,118.4,124.79,Ertz When I Pee,94.8,107.24,Team Rodriguez,Team Rodriguez
The Girl's Room 💞🏈,2025,9,Tush Push Director 🍑,127.2,123.72,Gridiron Grace,105.78,101.59,Tush Push Director 🍑,Tush Push Director 🍑
The Girl's Room 💞🏈,2025,9,Nicole's Nifty Team,104.1,61.05,Men in Tight(End)s,124.7,113.6,Men in Tight(End)s,Men in Tight(End)s
The Girl's Room 💞🏈,2025,9,Flock Around and Find Out,105.3,133.38,Nikki  ,98.72,106.93,Flock Around and Find Out,Flock Around and Find Out
The Girl's Room 💞🏈,2025,9,Becca’s Ballers,129.04,119.46,Lamb of Goedert,52.52,69.2,Becca’s Ballers,Becca’s Ballers
The Girl's Room 💞🏈,2025,9,Sacks and the City,69.88,91.05,Faith's Fantastic Team,122.32,108.58,Faith's Fantastic Team,Faith's Fantastic Team
The Girl's Room 💞🏈,2025,9,Say Cheese 🧀💚🧀,139.86,127.99,Serving Punt,92.7,93.59,Say Cheese 🧀💚🧀,Say Cheese 🧀💚🧀
The Girl's Room 💞🏈,2025,9,Breezy’s Bros,114.52,114.37,Nothing Beats A Jets 2 Holiday,81.94,77.58,Breezy’s Bros,Breezy’s Bros
The Girl's Room 💞🏈,2025,9,Hurts so good,28.2,46.95,Face Down Sacks Up,134.94,109.04,Face Down Sacks Up,Face Down Sacks Up
The Girl's Room 💞🏈,2025,9,It's Miller Time,74.6,94.92,Shae's Sunday Scaries ,64.7,98.45,Shae's Sunday Scaries ,It's Miller Time
Operators Football League,2025,9,Mhoney Hurts So Good,103.2,115.83,Natural rack,93.46,117.78,Natural rack,Mhoney Hurts So Good
Operators Football League,2025,9,Jockstrap jubilee ,100.9,104.1,Hunks of Hanet ,121.5,119.96,Hunks of Hanet ,Hunks of Hanet 
Operators Football League,2025,9,Big Ballsy Bozos,87.9,107.93,Ler of the Rings,134.04,125.64,Ler of the Rings,Ler of the Rings
Operators Football League,2025,9,Case Closed ,124.76,110.97,Hall Pass,116.12,116.14,Hall Pass,Case Closed 
Operators Football League,2025,9,Sacks in the City,124.68,119.06,Chicken’s Cougars ,50.5,67.02,Sacks in the City,Sacks in the City
BP- Loudoun 2025,2025,9,Tracey Time,129.54,120.38,Hannah's Hail Mary,117.54,124.0,Hannah's Hail Mary,Tracey Time
BP- Loudoun 2025,2025,9,At Risk of CTE,149.4,140.89,Fear the Turtle,113.04,138.17,At Risk of CTE,At Risk of CTE
BP- Loudoun 2025,2025,9,Yangblood Bravesheart,124.72,132.55,Trash Panda Express,103.96,126.28,Yangblood Bravesheart,Yangblood Bravesheart
BP- Loudoun 2025,2025,9,Team Schottler,108.28,130.93,Jeffrey's not so Scary Team,96.72,117.29,Team Schottler,Team Schottler
BP- Loudoun 2025,2025,9,Sporty Jess,107.02,133.79,Garrett's Derp Perp,129.38,125.84,Sporty Jess,Garrett's Derp Perp
BP- Loudoun 2025,2025,9,"Bad, Bad, A.J. Brown",147.2,141.18,Foxes Hopefuls,161.26,146.17,Foxes Hopefuls,Foxes Hopefuls
Philly Extra Special,2025,9,yay football woo,114.16,125.67,Leafy Water,149.1,139.98,Leafy Water,Leafy Water
Philly Extra Special,2025,9,Matthew Dorchak,110.42,122.08,Dr@ft King$,122.4,132.14,Dr@ft King$,Dr@ft King$
Philly Extra Special,2025,9,Luke Galan,106.06,118.99,Pickens Brown Hubbard @ Mahomes,113.7,121.43,Pickens Brown Hubbard @ Mahomes,Pickens Brown Hubbard @ Mahomes
Philly Extra Special,2025,9,i just wasted $20,109.72,121.54,Steenage Mutant Ninja Turtles,112.22,130.99,Steenage Mutant Ninja Turtles,Steenage Mutant Ninja Turtles
Philly Extra Special,2025,9,Matthew Golden's Goose,127.44,124.76,The Real Kevin Nichols,181.2,126.93,The Real Kevin Nichols,The Real Kevin Nichols
OnP Fantasy,2025,9, Johnny  Dramas ,148.16,124.37,Cowtown Cowboys,122.76,126.34,Cowtown Cowboys, Johnny  Dramas 
OnP Fantasy,2025,9,Claytons Team of Experts,122.32,109.09,Dennis The Menace ,155.18,123.01,Dennis The Menace ,Dennis The Menace 
OnP Fantasy,2025,9,U Lost to a Red Bull Rookie,112.2,132.61,"No, This Is Patrick!",94.22,115.24,U Lost to a Red Bull Rookie,U Lost to a Red Bull Rookie
OnP Fantasy,2025,9,I'm Sorry Mrs. Jackson,103.12,123.6,Cans in My Hands,77.16,121.95,I'm Sorry Mrs. Jackson,I'm Sorry Mrs. Jackson
OnP Fantasy,2025,9,Kill Bills ,111.44,123.28,Red Bulls On Parade,115.98,129.85,Red Bulls On Parade,Red Bulls On Parade
OnP Fantasy,2025,9,Frisco Full Can Field Goals 🏈,78.6,90.68,The Bill Croskey Show,118.16,134.61,The Bill Croskey Show,The Bill Croskey Show
The Mike Daisy Sports IQ League,2025,9,Amon Yo Ass Boy,102.86,128.35,Sutton Deez Nuts,161.42,135.97,Sutton Deez Nuts,Sutton Deez Nuts
The Mike Daisy Sports IQ League,2025,9,Matt Gay Team,77.8,87.81,Sh1tting on Laporta potty ,152.74,132.2,Sh1tting on Laporta potty ,Sh1tting on Laporta potty 
The Mike Daisy Sports IQ League,2025,9,Team Daisey,143.6,130.71,Get Money Gang,137.1,128.93,Team Daisey,Team Daisey
The Mike Daisy Sports IQ League,2025,9,Najee Germany,91.68,122.86,Whole lotta gang sheed,107.44,118.66,Najee Germany,Whole lotta gang sheed
The Mike Daisy Sports IQ League,2025,9,C. Kirk's revenge,89.4,94.64,Njigba's in Paris,99.66,136.27,Njigba's in Paris,Njigba's in Paris
The Mike Daisy Sports IQ League,2025,9,CeeDee'sNUTZ,122.4,147.85,Salem County Durag Snatchers,150.1,129.18,CeeDee'sNUTZ,Salem County Durag Snatchers
Ross' Fantasy League,2025,9,Dookey Dukes,109.8,112.92,Ross' Sauces,190.88,161.05,Ross' Sauces,Ross' Sauces
Ross' Fantasy League,2025,9,Balls@ck Gafoor,167.02,144.61,Caleb's Calculated Team,143.46,100.64,Balls@ck Gafoor,Balls@ck Gafoor
Ross' Fantasy League,2025,9,Chase Ball. Touchdown!,106.38,135.77,Yvng Killas,150.08,162.11,Yvng Killas,Yvng Killas
Ross' Fantasy League,2025,9,Chill YNs,99.72,144.01,BetterThanDeanAtSF6,88.22,136.22,Chill YNs,Chill YNs
Ross' Fantasy League,2025,9,TUFF,116.8,143.24,dFIBulators,138.26,146.87,dFIBulators,dFIBulators
Ross' Fantasy League,2025,9,Club Penguins,156.84,153.18,Papa Murphy’s Pizza,153.68,139.24,Club Penguins,Club Penguins
Pennoni Younglings,2025,10,1900 Sleepers,127.6,118.66,The Golden Receivers,96.98,104.83,1900 Sleepers,1900 Sleepers
Pennoni Younglings,2025,10,Prahlad's Ghost,142.82,120.03,Philadelphia Bills Mafia,182.4,126.61,Philadelphia Bills Mafia,Philadelphia Bills Mafia
Pennoni Younglings,2025,10,Christian McCalf-Injury,83.62,124.69,19th St Halal Cart,120.5,130.66,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2025,10,Red Zone Risk Assessors,103.0,111.63,Eli,97.72,127.47,Eli,Red Zone Risk Assessors
Pennoni Younglings,2025,10,Pho_King,105.14,113.14,PAI Alcoholics Anonymous ,99.44,120.95,PAI Alcoholics Anonymous ,Pho_King
Pennoni Younglings,2025,10,Daddy's Finally Home,146.9,121.14,cman,104.26,128.66,cman,Daddy's Finally Home
Family Fantasy,2025,10,67 Big Backs,96.6,123.62,Your Mom,120.62,116.54,67 Big Backs,Your Mom
Family Fantasy,2025,10,For Me to Poop on,108.72,133.99,Tortured Cheerleaders Departmnt,115.34,116.71,For Me to Poop on,Tortured Cheerleaders Departmnt
Family Fantasy,2025,10,Skibidi Rizzlers,126.7,127.74,Gabe's Grand Team,80.7,94.56,Skibidi Rizzlers,Skibidi Rizzlers
Family Fantasy,2025,10,Breece Hall Sucks,79.14,110.48,Golden Receivers,104.02,102.37,Breece Hall Sucks,Golden Receivers
Family Fantasy,2025,10,Rizzly Bears,84.34,112.98,Numb Nutz - CHAMP,68.2,77.32,Rizzly Bears,Rizzly Bears
Family Fantasy,2025,10,Hormones For You,138.92,119.14,Oh My Josh,184.42,126.91,Oh My Josh,Oh My Josh
EBC League,2025,10,Bay Harbor Pisser,101.62,121.49,Pleasant Valley Panthers,149.8,120.61,Bay Harbor Pisser,Pleasant Valley Panthers
EBC League,2025,10,THE POOL ,135.5,119.92,Jimoke Jukes,97.8,126.58,Jimoke Jukes,THE POOL 
EBC League,2025,10,CeeDee's Nuts,91.5,120.0,Inter Miami CF,114.62,128.02,Inter Miami CF,Inter Miami CF
EBC League,2025,10,Werewolves of London,125.94,130.41,First down syndrome ,106.2,96.55,Werewolves of London,Werewolves of London
EBC League,2025,10,Abyss Diamond Eyes,109.04,124.6,Riley  Read option,134.2,119.29,Abyss Diamond Eyes,Riley  Read option
0755 Fantasy Football,2025,10,AJ's Awesome Team,105.7,109.13,Scrappy Dub,114.02,131.55,Scrappy Dub,Scrappy Dub
0755 Fantasy Football,2025,10,3rd World Immigrant,160.1,126.03,Griddy Little Liars,141.92,127.38,Griddy Little Liars,3rd World Immigrant
0755 Fantasy Football,2025,10,Division iPad,110.18,116.68,I'm Batman,97.22,123.14,I'm Batman,Division iPad
0755 Fantasy Football,2025,10,Chicken Fried Chicken Meal,116.94,117.4,"Michael, The Baker",133.6,136.89,"Michael, The Baker","Michael, The Baker"
0755 Fantasy Football,2025,10,Mr Steinfeld's Stars,128.44,131.69,All my homies hate Dallas,108.62,115.61,Mr Steinfeld's Stars,Mr Steinfeld's Stars
Game of Yards!,2025,10,Groot-o-Matic,111.94,125.4,BB,158.3,125.75,BB,BB
Game of Yards!,2025,10,Team HebAchi,129.22,132.11,Brown Munde,109.0,110.43,Team HebAchi,Team HebAchi
Game of Yards!,2025,10,Wakanda Forever,117.9,130.06,Pain Inflictors,94.3,132.28,Pain Inflictors,Wakanda Forever
Game of Yards!,2025,10,Obi-Wan Jakobi,145.84,120.19,Team CTE,104.92,120.97,Team CTE,Obi-Wan Jakobi
Game of Yards!,2025,10,The Chase is on,100.4,115.01,Vidhi's Spirited Team,164.9,144.46,Vidhi's Spirited Team,Vidhi's Spirited Team
Brown Munde,2025,10,"All Barkley, No Bite",124.3,129.29,The Man In Jahmyrror,141.4,136.78,The Man In Jahmyrror,The Man In Jahmyrror
Brown Munde,2025,10,THE BIGMADBLUE,106.24,116.83,Team BB,156.38,121.31,Team BB,Team BB
Brown Munde,2025,10,Hark,66.74,94.24,Still Rollin',136.1,119.37,Still Rollin',Still Rollin'
Brown Munde,2025,10,NoHalfSends,123.0,119.25,Team Padodara,111.42,108.85,NoHalfSends,NoHalfSends
Brown Munde,2025,10,BurgerBoyz,91.02,117.96,Bhals,103.94,120.07,Bhals,Bhals
THE BEST OF THE BEST,2025,10,Peter Pan + the Lost Boys ,89.72,96.62,the   jadey bunch,63.26,108.78,the   jadey bunch,Peter Pan + the Lost Boys 
THE BEST OF THE BEST,2025,10,The Upside Down,102.64,126.71,Toon Squad,125.54,117.99,The Upside Down,Toon Squad
THE BEST OF THE BEST,2025,10,Michael's Monstrous Team,110.24,113.45,Crunchwrap Crew,93.52,97.93,Michael's Monstrous Team,Michael's Monstrous Team
THE BEST OF THE BEST,2025,10,Is it Hockey Season?,126.74,104.75,Dirty Tone and  The Boys,61.04,93.31,Is it Hockey Season?,Is it Hockey Season?
THE BEST OF THE BEST,2025,10,Febreze Brothers,117.02,109.7,Wu-Tangs Killabeez,118.88,118.24,Wu-Tangs Killabeez,Wu-Tangs Killabeez
THE BEST OF THE BEST,2025,10,Chasing Flowers,103.42,100.29,Team Rodriguez,103.18,131.87,Team Rodriguez,Chasing Flowers
THE BEST OF THE BEST,2025,10,Ertz When I Pee,110.6,97.5,Crazy Kat,103.0,101.82,Crazy Kat,Ertz When I Pee
The Girl's Room 💞🏈,2025,10,Gridiron Grace,115.22,105.37,Men in Tight(End)s,116.32,108.58,Men in Tight(End)s,Men in Tight(End)s
The Girl's Room 💞🏈,2025,10,Nikki  ,83.1,95.98,Tush Push Director 🍑,131.52,115.23,Tush Push Director 🍑,Tush Push Director 🍑
The Girl's Room 💞🏈,2025,10,Lamb of Goedert,92.84,106.14,Nicole's Nifty Team,62.2,59.52,Lamb of Goedert,Lamb of Goedert
The Girl's Room 💞🏈,2025,10,Faith's Fantastic Team,103.22,127.92,Flock Around and Find Out,96.32,111.29,Faith's Fantastic Team,Faith's Fantastic Team
The Girl's Room 💞🏈,2025,10,Serving Punt,42.5,59.6,Becca’s Ballers,105.8,117.45,Becca’s Ballers,Becca’s Ballers
The Girl's Room 💞🏈,2025,10,Nothing Beats A Jets 2 Holiday,92.02,102.18,Sacks and the City,95.2,104.75,Sacks and the City,Sacks and the City
The Girl's Room 💞🏈,2025,10,Face Down Sacks Up,89.78,110.39,Say Cheese 🧀💚🧀,100.5,120.77,Say Cheese 🧀💚🧀,Say Cheese 🧀💚🧀
The Girl's Room 💞🏈,2025,10,Shae's Sunday Scaries ,69.48,66.52,Breezy’s Bros,108.68,93.46,Breezy’s Bros,Breezy’s Bros
The Girl's Room 💞🏈,2025,10,It's Miller Time,120.54,97.33,Hurts so good,80.58,77.21,It's Miller Time,It's Miller Time
Operators Football League,2025,10,Natural rack,116.38,111.89,Hunks of Hanet ,114.1,117.53,Hunks of Hanet ,Natural rack
Operators Football League,2025,10,Ler of the Rings,147.9,121.59,Mhoney Hurts So Good,80.6,117.2,Ler of the Rings,Ler of the Rings
Operators Football League,2025,10,Hall Pass,129.44,117.55,Jockstrap jubilee ,111.4,104.08,Hall Pass,Hall Pass
Operators Football League,2025,10,Chicken’s Cougars ,85.42,82.1,Big Ballsy Bozos,100.66,103.52,Big Ballsy Bozos,Big Ballsy Bozos
Operators Football League,2025,10,Sacks in the City,84.1,101.65,Case Closed ,103.94,105.37,Case Closed ,Case Closed 
BP- Loudoun 2025,2025,10,Hannah's Hail Mary,110.12,120.82,Fear the Turtle,162.28,137.18,Fear the Turtle,Fear the Turtle
BP- Loudoun 2025,2025,10,Trash Panda Express,151.04,137.16,Tracey Time,127.52,147.14,Tracey Time,Trash Panda Express
BP- Loudoun 2025,2025,10,Jeffrey's not so Scary Team,83.62,113.64,At Risk of CTE,144.3,134.28,At Risk of CTE,At Risk of CTE
BP- Loudoun 2025,2025,10,Garrett's Derp Perp,79.84,116.51,Yangblood Bravesheart,154.64,130.47,Yangblood Bravesheart,Yangblood Bravesheart
BP- Loudoun 2025,2025,10,Foxes Hopefuls,119.9,145.54,Team Schottler,100.2,126.08,Foxes Hopefuls,Foxes Hopefuls
BP- Loudoun 2025,2025,10,"Bad, Bad, A.J. Brown",147.7,145.01,Sporty Jess,118.2,117.7,"Bad, Bad, A.J. Brown","Bad, Bad, A.J. Brown"
Philly Extra Special,2025,10,Leafy Water,136.2,125.32,Dr@ft King$,146.32,135.73,Dr@ft King$,Dr@ft King$
Philly Extra Special,2025,10,Pickens Brown Hubbard @ Mahomes,95.46,111.9,yay football woo,98.2,113.57,yay football woo,yay football woo
Philly Extra Special,2025,10,Steenage Mutant Ninja Turtles,177.3,129.29,Matthew Dorchak,110.3,129.85,Matthew Dorchak,Steenage Mutant Ninja Turtles
Philly Extra Special,2025,10,The Real Kevin Nichols,131.1,136.47,Kevin Nichols The Third,117.44,125.64,The Real Kevin Nichols,The Real Kevin Nichols
Philly Extra Special,2025,10,Matthew Golden's Goose,128.18,120.2,i just wasted $20,115.34,123.87,i just wasted $20,Matthew Golden's Goose
OnP Fantasy,2025,10,Dennis The Menace ,96.1,115.65, Johnny  Dramas ,93.34,129.18, Johnny  Dramas ,Dennis The Menace 
OnP Fantasy,2025,10,"No, This Is Patrick!",94.54,116.3,Claytons Team of Experts,91.22,103.77,"No, This Is Patrick!","No, This Is Patrick!"
OnP Fantasy,2025,10,Cans in My Hands,74.6,71.64,U Lost to a Red Bull Rookie,126.3,135.53,U Lost to a Red Bull Rookie,U Lost to a Red Bull Rookie
OnP Fantasy,2025,10,Red Bulls On Parade,168.2,118.73,I'm Sorry Mrs. Jackson,63.74,100.0,Red Bulls On Parade,Red Bulls On Parade
OnP Fantasy,2025,10,The Bill Croskey Show,152.0,142.25,Kill Bills ,124.58,125.94,The Bill Croskey Show,The Bill Croskey Show
OnP Fantasy,2025,10,Cowtown Cowboys,157.4,109.62,Frisco Full Can Field Goals 🏈,84.7,109.12,Cowtown Cowboys,Cowtown Cowboys
The Mike Daisy Sports IQ League,2025,10,Sh1tting on Laporta potty ,121.58,133.6,Amon Yo Ass Boy,126.72,135.68,Amon Yo Ass Boy,Amon Yo Ass Boy
The Mike Daisy Sports IQ League,2025,10,Get Money Gang,100.56,116.06,Matt Gay Team,99.7,97.09,Get Money Gang,Get Money Gang
The Mike Daisy Sports IQ League,2025,10,Whole lotta gang sheed,119.72,133.78,Team Daisey,105.52,126.65,Whole lotta gang sheed,Whole lotta gang sheed
The Mike Daisy Sports IQ League,2025,10,Njigba's in Paris,116.9,131.71,Najee Germany,47.1,121.89,Njigba's in Paris,Njigba's in Paris
The Mike Daisy Sports IQ League,2025,10,Salem County Durag Snatchers,186.7,136.85,C. Kirk's revenge,135.44,115.8,Salem County Durag Snatchers,Salem County Durag Snatchers
The Mike Daisy Sports IQ League,2025,10,Sutton Deez Nuts,125.84,130.62,CeeDee'sNUTZ,171.8,137.14,CeeDee'sNUTZ,CeeDee'sNUTZ
Ross' Fantasy League,2025,10,Ross' Sauces,142.08,162.0,Caleb's Calculated Team,102.94,118.51,Ross' Sauces,Ross' Sauces
Ross' Fantasy League,2025,10,Yvng Killas,144.38,153.25,Dookey Dukes,142.72,143.51,Yvng Killas,Yvng Killas
Ross' Fantasy League,2025,10,BetterThanDeanAtSF6,175.92,141.75,Balls@ck Gafoor,176.18,151.09,Balls@ck Gafoor,Balls@ck Gafoor
Ross' Fantasy League,2025,10,dFIBulators,56.92,119.88,Chase Ball. Touchdown!,129.62,131.31,Chase Ball. Touchdown!,Chase Ball. Touchdown!
Ross' Fantasy League,2025,10,Papa Murphy’s Pizza,116.0,129.2,Chill YNs,84.54,120.93,Papa Murphy’s Pizza,Papa Murphy’s Pizza
Ross' Fantasy League,2025,10,Club Penguins,171.28,162.54,TUFF,130.62,140.94,Club Penguins,Club Penguins
Pennoni Younglings,2025,11,Prahlad's Ghost,127.92,127.44,1900 Sleepers,87.52,130.58,1900 Sleepers,Prahlad's Ghost
Pennoni Younglings,2025,11,The Golden Receivers,123.46,103.99,Christian McCalf-Injury,112.3,134.65,Christian McCalf-Injury,The Golden Receivers
Pennoni Younglings,2025,11,Philadelphia Bills Mafia,88.7,105.69,Red Zone Risk Assessors,113.3,120.12,Red Zone Risk Assessors,Red Zone Risk Assessors
Pennoni Younglings,2025,11,19th St Halal Cart,74.04,126.08,Pho_King,63.52,116.35,19th St Halal Cart,19th St Halal Cart
Pennoni Younglings,2025,11,Eli,126.26,131.33,Daddy's Finally Home,102.74,129.11,Eli,Eli
Pennoni Younglings,2025,11,PAI Alcoholics Anonymous ,152.08,115.43,cman,102.32,132.88,cman,PAI Alcoholics Anonymous 
Family Fantasy,2025,11,For Me to Poop on,102.86,132.9,67 Big Backs,134.72,129.25,For Me to Poop on,67 Big Backs
Family Fantasy,2025,11,Your Mom,101.92,121.33,Skibidi Rizzlers,130.54,133.06,Skibidi Rizzlers,Skibidi Rizzlers
Family Fantasy,2025,11,Tortured Cheerleaders Departmnt,161.48,123.24,Breece Hall Sucks,83.12,101.65,Tortured Cheerleaders Departmnt,Tortured Cheerleaders Departmnt
Family Fantasy,2025,11,Gabe's Grand Team,84.42,132.53,Rizzly Bears,78.64,117.39,Gabe's Grand Team,Gabe's Grand Team
Family Fantasy,2025,11,Golden Receivers,82.84,107.27,Hormones For You,66.5,116.82,Hormones For You,Golden Receivers
Family Fantasy,2025,11,Numb Nutz - CHAMP,83.96,108.88,Oh My Josh,161.88,131.89,Oh My Josh,Oh My Josh
EBC League,2025,11,THE POOL ,133.1,130.26,Inter Miami CF,118.42,129.13,THE POOL ,THE POOL 
EBC League,2025,11,Bay Harbor Pisser,124.6,127.17,Werewolves of London,132.48,127.97,Werewolves of London,Werewolves of London
EBC League,2025,11,Riley  Read option,77.44,116.99,Pleasant Valley Panthers,96.0,110.02,Riley  Read option,Pleasant Valley Panthers
EBC League,2025,11,Jimoke Jukes,99.74,132.44,First down syndrome ,86.24,91.08,Jimoke Jukes,Jimoke Jukes
EBC League,2025,11,Abyss Diamond Eyes,96.22,136.36,CeeDee's Nuts,129.34,131.49,Abyss Diamond Eyes,CeeDee's Nuts
0755 Fantasy Football,2025,11,3rd World Immigrant,135.04,133.08,AJ's Awesome Team,103.42,114.49,3rd World Immigrant,3rd World Immigrant
0755 Fantasy Football,2025,11,Scrappy Dub,74.2,137.15,Division iPad,79.7,109.58,Scrappy Dub,Division iPad
0755 Fantasy Football,2025,11,Griddy Little Liars,121.32,119.74,Chicken Fried Chicken Meal,95.62,118.74,Griddy Little Liars,Griddy Little Liars
0755 Fantasy Football,2025,11,I'm Batman,129.1,133.45,Mr Steinfeld's Stars,130.58,132.87,I'm Batman,Mr Steinfeld's Stars
0755 Fantasy Football,2025,11,"Michael, The Baker",114.14,141.65,All my homies hate Dallas,113.42,122.71,"Michael, The Baker","Michael, The Baker"
Game of Yards!,2025,11,Team HebAchi,124.0,140.9,Groot-o-Matic,128.68,125.28,Team HebAchi,Groot-o-Matic
Game of Yards!,2025,11,BB,111.4,126.17,Wakanda Forever,118.14,142.77,Wakanda Forever,Wakanda Forever
Game of Yards!,2025,11,Brown Munde,122.5,109.49,Obi-Wan Jakobi,109.82,125.12,Obi-Wan Jakobi,Brown Munde
